"","local_site","location","date","discharge_vol_cm"
"2531","alb","CAMP",1988-06-19,38506
"2532","alb","CAMP",1988-06-20,38727
"2533","alb","CAMP",1988-06-21,37929
"2534","alb","CAMP",1988-06-22,43816
"2535","alb","CAMP",1988-06-23,30417
"2536","alb","CAMP",1988-06-24,27576
"2537","alb","CAMP",1988-06-25,84750
"2538","alb","CAMP",1988-06-26,53544
"2539","alb","CAMP",1988-06-27,41538
"2540","alb","CAMP",1988-06-28,38238
"2541","alb","CAMP",1988-06-29,40404
"2542","alb","CAMP",1988-06-30,30157
"2543","alb","CAMP",1988-07-01,22545
"2544","alb","CAMP",1988-07-02,25148
"2545","alb","CAMP",1988-07-03,35850
"2546","alb","CAMP",1988-07-04,43808
"2547","alb","CAMP",1988-07-05,37418
"2548","alb","CAMP",1988-07-06,25148
"2549","alb","CAMP",1988-07-07,20541
"2550","alb","CAMP",1988-07-08,18177
"2551","alb","CAMP",1988-07-09,15782
"2552","alb","CAMP",1988-07-10,13649
"2553","alb","CAMP",1988-07-11,13245
"2554","alb","CAMP",1988-07-12,11367
"2555","alb","CAMP",1988-07-13,13413
"2556","alb","CAMP",1988-07-14,12090
"2557","alb","CAMP",1988-07-15,10270
"2558","alb","CAMP",1988-07-16,8802
"2559","alb","CAMP",1988-07-17,8583
"2560","alb","CAMP",1988-07-18,9137
"2561","alb","CAMP",1988-07-19,7919
"2562","alb","CAMP",1988-07-20,5604
"2563","alb","CAMP",1988-07-21,4968
"2564","alb","CAMP",1988-07-22,5250
"2565","alb","CAMP",1988-07-23,4870
"2566","alb","CAMP",1988-07-24,5943
"2567","alb","CAMP",1988-07-25,5279
"2568","alb","CAMP",1988-07-26,5041
"2569","alb","CAMP",1988-07-27,6123
"2570","alb","CAMP",1988-07-28,7331
"2571","alb","CAMP",1988-07-29,9380
"2572","alb","CAMP",1988-07-30,10233
"2573","alb","CAMP",1988-07-31,5983
"2574","alb","CAMP",1988-08-01,6568
"2575","alb","CAMP",1988-08-02,6666
"2576","alb","CAMP",1988-08-03,6084
"2577","alb","CAMP",1988-08-04,5661
"2578","alb","CAMP",1988-08-05,6559
"2579","alb","CAMP",1988-08-06,4287
"2580","alb","CAMP",1988-08-07,4618
"2581","alb","CAMP",1988-08-08,4597
"2582","alb","CAMP",1988-08-09,4443
"2583","alb","CAMP",1988-08-10,4303
"2584","alb","CAMP",1988-08-11,4462
"2585","alb","CAMP",1988-08-12,4133
"2586","alb","CAMP",1988-08-13,3372
"2587","alb","CAMP",1988-08-14,4151
"2588","alb","CAMP",1988-08-15,3647
"2589","alb","CAMP",1988-08-16,4126
"2590","alb","CAMP",1988-08-17,4154
"2591","alb","CAMP",1988-08-18,4069
"2592","alb","CAMP",1988-08-19,4564
"2593","alb","CAMP",1988-08-20,3915
"2594","alb","CAMP",1988-08-21,3465
"2595","alb","CAMP",1988-08-22,3559
"2596","alb","CAMP",1988-08-23,3749
"2597","alb","CAMP",1988-08-24,3947
"2598","alb","CAMP",1988-08-25,3762
"2599","alb","CAMP",1988-08-26,3632
"2600","alb","CAMP",1988-08-27,3632
"2601","alb","CAMP",1988-08-28,3746
"2602","alb","CAMP",1988-08-29,3446
"2603","alb","CAMP",1988-08-30,3170
"2604","alb","CAMP",1988-08-31,2916
"2605","alb","CAMP",1988-09-01,2682
"2606","alb","CAMP",1988-09-02,6214
"2607","alb","CAMP",1988-09-03,5434
"2608","alb","CAMP",1988-09-04,4752
"2609","alb","CAMP",1988-09-05,4156
"2610","alb","CAMP",1988-09-06,3974
"2611","alb","CAMP",1988-09-07,1728
"2612","alb","CAMP",1988-09-08,1484
"2613","alb","CAMP",1988-09-09,3313
"2614","alb","CAMP",1988-09-10,2011
"2615","alb","CAMP",1988-09-11,3921
"2616","alb","CAMP",1988-09-12,9082
"2617","alb","CAMP",1988-09-13,11389
"2618","alb","CAMP",1988-09-14,10376
"2619","alb","CAMP",1988-09-15,2958
"2620","alb","CAMP",1988-09-16,2672
"2621","alb","CAMP",1988-09-17,8127
"2622","alb","CAMP",1988-09-18,2380
"2623","alb","CAMP",1988-09-19,1670
"2624","alb","CAMP",1988-09-20,3151
"2625","alb","CAMP",1988-09-21,2846
"2626","alb","CAMP",1988-09-22,3005
"2627","alb","CAMP",1988-09-23,3831
"2628","alb","CAMP",1988-09-24,4090
"2629","alb","CAMP",1988-09-25,2119
"2630","alb","CAMP",1988-09-26,3147
"2631","alb","CAMP",1988-09-27,3549
"2632","alb","CAMP",1988-09-28,1690
"2633","alb","CAMP",1988-09-29,2752
"2634","alb","CAMP",1988-09-30,3133
"2635","alb","CAMP",1988-10-01,2996
"2636","alb","CAMP",1988-10-02,3220
"2637","alb","CAMP",1988-10-03,3734
"2638","alb","CAMP",1988-10-04,NA
"2639","alb","CAMP",1988-10-05,NA
"2640","alb","CAMP",1988-10-06,NA
"2641","alb","CAMP",1988-10-07,NA
"2642","alb","CAMP",1988-10-08,NA
"2643","alb","CAMP",1988-10-09,NA
"2644","alb","CAMP",1988-10-10,NA
"2645","alb","CAMP",1988-10-11,NA
"2646","alb","CAMP",1988-10-12,NA
"2647","alb","CAMP",1988-10-13,NA
"2648","alb","CAMP",1988-10-14,NA
"2649","alb","CAMP",1988-10-15,NA
"2650","alb","CAMP",1988-10-16,NA
"2651","alb","CAMP",1988-10-17,NA
"2652","alb","CAMP",1988-10-18,NA
"2653","alb","CAMP",1988-10-19,NA
"2654","alb","CAMP",1988-10-20,NA
"2655","alb","CAMP",1988-10-21,NA
"2656","alb","CAMP",1988-10-22,NA
"2657","alb","CAMP",1988-10-23,NA
"2658","alb","CAMP",1988-10-24,NA
"2659","alb","CAMP",1988-10-25,NA
"2660","alb","CAMP",1988-10-26,NA
"2661","alb","CAMP",1988-10-27,NA
"2662","alb","CAMP",1988-10-28,NA
"2663","alb","CAMP",1988-10-29,NA
"2664","alb","CAMP",1988-10-30,NA
"2665","alb","CAMP",1988-10-31,NA
"2666","alb","CAMP",1988-11-01,NA
"2667","alb","CAMP",1988-11-02,NA
"2668","alb","CAMP",1988-11-03,NA
"2669","alb","CAMP",1988-11-04,NA
"2670","alb","CAMP",1988-11-05,NA
"2671","alb","CAMP",1988-11-06,NA
"2672","alb","CAMP",1988-11-07,NA
"2673","alb","CAMP",1988-11-08,NA
"2674","alb","CAMP",1988-11-09,NA
"2675","alb","CAMP",1988-11-10,NA
"2676","alb","CAMP",1988-11-11,NA
"2677","alb","CAMP",1988-11-12,NA
"2678","alb","CAMP",1988-11-13,NA
"2679","alb","CAMP",1988-11-14,NA
"2680","alb","CAMP",1988-11-15,NA
"2681","alb","CAMP",1988-11-16,NA
"2682","alb","CAMP",1988-11-17,NA
"2683","alb","CAMP",1988-11-18,NA
"2684","alb","CAMP",1988-11-19,NA
"2685","alb","CAMP",1988-11-20,NA
"2686","alb","CAMP",1988-11-21,NA
"2687","alb","CAMP",1988-11-22,NA
"2688","alb","CAMP",1988-11-23,NA
"2689","alb","CAMP",1988-11-24,NA
"2690","alb","CAMP",1988-11-25,NA
"2691","alb","CAMP",1988-11-26,NA
"2692","alb","CAMP",1988-11-27,NA
"2693","alb","CAMP",1988-11-28,NA
"2694","alb","CAMP",1988-11-29,NA
"2695","alb","CAMP",1988-11-30,NA
"2696","alb","CAMP",1988-12-01,NA
"2697","alb","CAMP",1988-12-02,NA
"2698","alb","CAMP",1988-12-03,NA
"2699","alb","CAMP",1988-12-04,NA
"2700","alb","CAMP",1988-12-05,NA
"2701","alb","CAMP",1988-12-06,NA
"2702","alb","CAMP",1988-12-07,NA
"2703","alb","CAMP",1988-12-08,NA
"2704","alb","CAMP",1988-12-09,NA
"2705","alb","CAMP",1988-12-10,NA
"2706","alb","CAMP",1988-12-11,NA
"2707","alb","CAMP",1988-12-12,NA
"2708","alb","CAMP",1988-12-13,NA
"2709","alb","CAMP",1988-12-14,NA
"2710","alb","CAMP",1988-12-15,NA
"2711","alb","CAMP",1988-12-16,NA
"2712","alb","CAMP",1988-12-17,NA
"2713","alb","CAMP",1988-12-18,NA
"2714","alb","CAMP",1988-12-19,NA
"2715","alb","CAMP",1988-12-20,NA
"2716","alb","CAMP",1988-12-21,NA
"2717","alb","CAMP",1988-12-22,NA
"2718","alb","CAMP",1988-12-23,NA
"2719","alb","CAMP",1988-12-24,NA
"2720","alb","CAMP",1988-12-25,NA
"2721","alb","CAMP",1988-12-26,NA
"2722","alb","CAMP",1988-12-27,NA
"2723","alb","CAMP",1988-12-28,NA
"2724","alb","CAMP",1988-12-29,NA
"2725","alb","CAMP",1988-12-30,NA
"2726","alb","CAMP",1988-12-31,NA
"2727","alb","CAMP",1989-01-01,NA
"2728","alb","CAMP",1989-01-02,NA
"2729","alb","CAMP",1989-01-03,NA
"2730","alb","CAMP",1989-01-04,NA
"2731","alb","CAMP",1989-01-05,NA
"2732","alb","CAMP",1989-01-06,NA
"2733","alb","CAMP",1989-01-07,NA
"2734","alb","CAMP",1989-01-08,NA
"2735","alb","CAMP",1989-01-09,NA
"2736","alb","CAMP",1989-01-10,NA
"2737","alb","CAMP",1989-01-11,NA
"2738","alb","CAMP",1989-01-12,NA
"2739","alb","CAMP",1989-01-13,NA
"2740","alb","CAMP",1989-01-14,NA
"2741","alb","CAMP",1989-01-15,NA
"2742","alb","CAMP",1989-01-16,NA
"2743","alb","CAMP",1989-01-17,NA
"2744","alb","CAMP",1989-01-18,NA
"2745","alb","CAMP",1989-01-19,NA
"2746","alb","CAMP",1989-01-20,NA
"2747","alb","CAMP",1989-01-21,NA
"2748","alb","CAMP",1989-01-22,NA
"2749","alb","CAMP",1989-01-23,NA
"2750","alb","CAMP",1989-01-24,NA
"2751","alb","CAMP",1989-01-25,NA
"2752","alb","CAMP",1989-01-26,NA
"2753","alb","CAMP",1989-01-27,NA
"2754","alb","CAMP",1989-01-28,NA
"2755","alb","CAMP",1989-01-29,NA
"2756","alb","CAMP",1989-01-30,NA
"2757","alb","CAMP",1989-01-31,NA
"2758","alb","CAMP",1989-02-01,NA
"2759","alb","CAMP",1989-02-02,NA
"2760","alb","CAMP",1989-02-03,NA
"2761","alb","CAMP",1989-02-04,NA
"2762","alb","CAMP",1989-02-05,NA
"2763","alb","CAMP",1989-02-06,NA
"2764","alb","CAMP",1989-02-07,NA
"2765","alb","CAMP",1989-02-08,NA
"2766","alb","CAMP",1989-02-09,NA
"2767","alb","CAMP",1989-02-10,NA
"2768","alb","CAMP",1989-02-11,NA
"2769","alb","CAMP",1989-02-12,NA
"2770","alb","CAMP",1989-02-13,NA
"2771","alb","CAMP",1989-02-14,NA
"2772","alb","CAMP",1989-02-15,NA
"2773","alb","CAMP",1989-02-16,NA
"2774","alb","CAMP",1989-02-17,NA
"2775","alb","CAMP",1989-02-18,NA
"2776","alb","CAMP",1989-02-19,NA
"2777","alb","CAMP",1989-02-20,NA
"2778","alb","CAMP",1989-02-21,NA
"2779","alb","CAMP",1989-02-22,NA
"2780","alb","CAMP",1989-02-23,NA
"2781","alb","CAMP",1989-02-24,NA
"2782","alb","CAMP",1989-02-25,NA
"2783","alb","CAMP",1989-02-26,NA
"2784","alb","CAMP",1989-02-27,NA
"2785","alb","CAMP",1989-02-28,NA
"2786","alb","CAMP",1989-03-01,NA
"2787","alb","CAMP",1989-03-02,NA
"2788","alb","CAMP",1989-03-03,NA
"2789","alb","CAMP",1989-03-04,NA
"2790","alb","CAMP",1989-03-05,NA
"2791","alb","CAMP",1989-03-06,NA
"2792","alb","CAMP",1989-03-07,NA
"2793","alb","CAMP",1989-03-08,NA
"2794","alb","CAMP",1989-03-09,NA
"2795","alb","CAMP",1989-03-10,NA
"2796","alb","CAMP",1989-03-11,NA
"2797","alb","CAMP",1989-03-12,NA
"2798","alb","CAMP",1989-03-13,NA
"2799","alb","CAMP",1989-03-14,NA
"2800","alb","CAMP",1989-03-15,NA
"2801","alb","CAMP",1989-03-16,NA
"2802","alb","CAMP",1989-03-17,NA
"2803","alb","CAMP",1989-03-18,NA
"2804","alb","CAMP",1989-03-19,NA
"2805","alb","CAMP",1989-03-20,NA
"2806","alb","CAMP",1989-03-21,NA
"2807","alb","CAMP",1989-03-22,NA
"2808","alb","CAMP",1989-03-23,NA
"2809","alb","CAMP",1989-03-24,NA
"2810","alb","CAMP",1989-03-25,NA
"2811","alb","CAMP",1989-03-26,NA
"2812","alb","CAMP",1989-03-27,NA
"2813","alb","CAMP",1989-03-28,NA
"2814","alb","CAMP",1989-03-29,NA
"2815","alb","CAMP",1989-03-30,NA
"2816","alb","CAMP",1989-03-31,NA
"2817","alb","CAMP",1989-04-01,NA
"2818","alb","CAMP",1989-04-02,NA
"2819","alb","CAMP",1989-04-03,NA
"2820","alb","CAMP",1989-04-04,NA
"2821","alb","CAMP",1989-04-05,NA
"2822","alb","CAMP",1989-04-06,NA
"2823","alb","CAMP",1989-04-07,NA
"2824","alb","CAMP",1989-04-08,NA
"2825","alb","CAMP",1989-04-09,NA
"2826","alb","CAMP",1989-04-10,NA
"2827","alb","CAMP",1989-04-11,NA
"2828","alb","CAMP",1989-04-12,NA
"2829","alb","CAMP",1989-04-13,NA
"2830","alb","CAMP",1989-04-14,NA
"2831","alb","CAMP",1989-04-15,NA
"2832","alb","CAMP",1989-04-16,NA
"2833","alb","CAMP",1989-04-17,NA
"2834","alb","CAMP",1989-04-18,NA
"2835","alb","CAMP",1989-04-19,NA
"2836","alb","CAMP",1989-04-20,NA
"2837","alb","CAMP",1989-04-21,NA
"2838","alb","CAMP",1989-04-22,NA
"2839","alb","CAMP",1989-04-23,NA
"2840","alb","CAMP",1989-04-24,NA
"2841","alb","CAMP",1989-04-25,NA
"2842","alb","CAMP",1989-04-26,NA
"2843","alb","CAMP",1989-04-27,NA
"2844","alb","CAMP",1989-04-28,NA
"2845","alb","CAMP",1989-04-29,NA
"2846","alb","CAMP",1989-04-30,NA
"2847","alb","CAMP",1989-05-01,NA
"2848","alb","CAMP",1989-05-02,NA
"2849","alb","CAMP",1989-05-03,NA
"2850","alb","CAMP",1989-05-04,NA
"2851","alb","CAMP",1989-05-05,NA
"2852","alb","CAMP",1989-05-06,NA
"2853","alb","CAMP",1989-05-07,NA
"2854","alb","CAMP",1989-05-08,NA
"2855","alb","CAMP",1989-05-09,NA
"2856","alb","CAMP",1989-05-10,NA
"2857","alb","CAMP",1989-05-11,NA
"2858","alb","CAMP",1989-05-12,NA
"2859","alb","CAMP",1989-05-13,NA
"2860","alb","CAMP",1989-05-14,NA
"2861","alb","CAMP",1989-05-15,NA
"2862","alb","CAMP",1989-05-16,NA
"2863","alb","CAMP",1989-05-17,NA
"2864","alb","CAMP",1989-05-18,3788
"2865","alb","CAMP",1989-05-19,5393
"2866","alb","CAMP",1989-05-20,7250
"2867","alb","CAMP",1989-05-21,5396
"2868","alb","CAMP",1989-05-22,11458
"2869","alb","CAMP",1989-05-23,13273
"2870","alb","CAMP",1989-05-24,13300
"2871","alb","CAMP",1989-05-25,6605
"2872","alb","CAMP",1989-05-26,5771
"2873","alb","CAMP",1989-05-27,8181
"2874","alb","CAMP",1989-05-28,15999
"2875","alb","CAMP",1989-05-29,22703
"2876","alb","CAMP",1989-05-30,24452
"2877","alb","CAMP",1989-05-31,23388
"2878","alb","CAMP",1989-06-01,17261
"2879","alb","CAMP",1989-06-02,17447
"2880","alb","CAMP",1989-06-03,10555
"2881","alb","CAMP",1989-06-04,8692
"2882","alb","CAMP",1989-06-05,12225
"2883","alb","CAMP",1989-06-06,10300
"2884","alb","CAMP",1989-06-07,9413
"2885","alb","CAMP",1989-06-08,15776
"2886","alb","CAMP",1989-06-09,11434
"2887","alb","CAMP",1989-06-10,23858
"2888","alb","CAMP",1989-06-11,31631
"2889","alb","CAMP",1989-06-12,26450
"2890","alb","CAMP",1989-06-13,17890
"2891","alb","CAMP",1989-06-14,20666
"2892","alb","CAMP",1989-06-15,24616
"2893","alb","CAMP",1989-06-16,29926
"2894","alb","CAMP",1989-06-17,21933
"2895","alb","CAMP",1989-06-18,22572
"2896","alb","CAMP",1989-06-19,21519
"2897","alb","CAMP",1989-06-20,33313
"2898","alb","CAMP",1989-06-21,43347
"2899","alb","CAMP",1989-06-22,33564
"2900","alb","CAMP",1989-06-23,26898
"2901","alb","CAMP",1989-06-24,22032
"2902","alb","CAMP",1989-06-25,25570
"2903","alb","CAMP",1989-06-26,28854
"2904","alb","CAMP",1989-06-27,31547
"2905","alb","CAMP",1989-06-28,34118
"2906","alb","CAMP",1989-06-29,39118
"2907","alb","CAMP",1989-06-30,37828
"2908","alb","CAMP",1989-07-01,37409
"2909","alb","CAMP",1989-07-02,35371
"2910","alb","CAMP",1989-07-03,34699
"2911","alb","CAMP",1989-07-04,35668
"2912","alb","CAMP",1989-07-05,35959
"2913","alb","CAMP",1989-07-06,35351
"2914","alb","CAMP",1989-07-07,34170
"2915","alb","CAMP",1989-07-08,32154
"2916","alb","CAMP",1989-07-09,29885
"2917","alb","CAMP",1989-07-10,30787
"2918","alb","CAMP",1989-07-11,29282
"2919","alb","CAMP",1989-07-12,29407
"2920","alb","CAMP",1989-07-13,28731
"2921","alb","CAMP",1989-07-14,27079
"2922","alb","CAMP",1989-07-15,26040
"2923","alb","CAMP",1989-07-16,30550
"2924","alb","CAMP",1989-07-17,18539
"2925","alb","CAMP",1989-07-18,15924
"2926","alb","CAMP",1989-07-19,16853
"2927","alb","CAMP",1989-07-20,17102
"2928","alb","CAMP",1989-07-21,16783
"2929","alb","CAMP",1989-07-22,15921
"2930","alb","CAMP",1989-07-23,14728
"2931","alb","CAMP",1989-07-24,16055
"2932","alb","CAMP",1989-07-25,15548
"2933","alb","CAMP",1989-07-26,15824
"2934","alb","CAMP",1989-07-27,16289
"2935","alb","CAMP",1989-07-28,16306
"2936","alb","CAMP",1989-07-29,40178
"2937","alb","CAMP",1989-07-30,77820
"2938","alb","CAMP",1989-07-31,58596
"2939","alb","CAMP",1989-08-01,37977
"2940","alb","CAMP",1989-08-02,39939
"2941","alb","CAMP",1989-08-03,29966
"2942","alb","CAMP",1989-08-04,26561
"2943","alb","CAMP",1989-08-05,30391
"2944","alb","CAMP",1989-08-06,29251
"2945","alb","CAMP",1989-08-07,30067
"2946","alb","CAMP",1989-08-08,21822
"2947","alb","CAMP",1989-08-09,12555
"2948","alb","CAMP",1989-08-10,8576
"2949","alb","CAMP",1989-08-11,12094
"2950","alb","CAMP",1989-08-12,12039
"2951","alb","CAMP",1989-08-13,10886
"2952","alb","CAMP",1989-08-14,14087
"2953","alb","CAMP",1989-08-15,10840
"2954","alb","CAMP",1989-08-16,10385
"2955","alb","CAMP",1989-08-17,14250
"2956","alb","CAMP",1989-08-18,11728
"2957","alb","CAMP",1989-08-19,11572
"2958","alb","CAMP",1989-08-20,9514
"2959","alb","CAMP",1989-08-21,14326
"2960","alb","CAMP",1989-08-22,22752
"2961","alb","CAMP",1989-08-23,24180
"2962","alb","CAMP",1989-08-24,22789
"2963","alb","CAMP",1989-08-25,22112
"2964","alb","CAMP",1989-08-26,21610
"2965","alb","CAMP",1989-08-27,21886
"2966","alb","CAMP",1989-08-28,12815
"2967","alb","CAMP",1989-08-29,7664
"2968","alb","CAMP",1989-08-30,12709
"2969","alb","CAMP",1989-08-31,4922
"2970","alb","CAMP",1989-09-01,4933
"2971","alb","CAMP",1989-09-02,6724
"2972","alb","CAMP",1989-09-03,5146
"2973","alb","CAMP",1989-09-04,5816
"2974","alb","CAMP",1989-09-05,6224
"2975","alb","CAMP",1989-09-06,4712
"2976","alb","CAMP",1989-09-07,5320
"2977","alb","CAMP",1989-09-08,9165
"2978","alb","CAMP",1989-09-09,7959
"2979","alb","CAMP",1989-09-10,6611
"2980","alb","CAMP",1989-09-11,5976
"2981","alb","CAMP",1989-09-12,7257
"2982","alb","CAMP",1989-09-13,7420
"2983","alb","CAMP",1989-09-14,6467
"2984","alb","CAMP",1989-09-15,5989
"2985","alb","CAMP",1989-09-16,5654
"2986","alb","CAMP",1989-09-17,5971
"2987","alb","CAMP",1989-09-18,4936
"2988","alb","CAMP",1989-09-19,5415
"2989","alb","CAMP",1989-09-20,6998
"2990","alb","CAMP",1989-09-21,6031
"2991","alb","CAMP",1989-09-22,7633
"2992","alb","CAMP",1989-09-23,10275
"2993","alb","CAMP",1989-09-24,3890
"2994","alb","CAMP",1989-09-25,5477
"2995","alb","CAMP",1989-09-26,4186
"2996","alb","CAMP",1989-09-27,4365
"2997","alb","CAMP",1989-09-28,4686
"2998","alb","CAMP",1989-09-29,4960
"2999","alb","CAMP",1989-09-30,4620
"3000","alb","CAMP",1989-10-01,4603
"3001","alb","CAMP",1989-10-02,4385
"3002","alb","CAMP",1989-10-03,6989
"3003","alb","CAMP",1989-10-04,7270
"3004","alb","CAMP",1989-10-05,NA
"3005","alb","CAMP",1989-10-06,NA
"3006","alb","CAMP",1989-10-07,NA
"3007","alb","CAMP",1989-10-08,NA
"3008","alb","CAMP",1989-10-09,NA
"3009","alb","CAMP",1989-10-10,NA
"3010","alb","CAMP",1989-10-11,NA
"3011","alb","CAMP",1989-10-12,NA
"3012","alb","CAMP",1989-10-13,NA
"3013","alb","CAMP",1989-10-14,NA
"3014","alb","CAMP",1989-10-15,NA
"3015","alb","CAMP",1989-10-16,NA
"3016","alb","CAMP",1989-10-17,NA
"3017","alb","CAMP",1989-10-18,NA
"3018","alb","CAMP",1989-10-19,NA
"3019","alb","CAMP",1989-10-20,NA
"3020","alb","CAMP",1989-10-21,NA
"3021","alb","CAMP",1989-10-22,NA
"3022","alb","CAMP",1989-10-23,NA
"3023","alb","CAMP",1989-10-24,NA
"3024","alb","CAMP",1989-10-25,NA
"3025","alb","CAMP",1989-10-26,NA
"3026","alb","CAMP",1989-10-27,NA
"3027","alb","CAMP",1989-10-28,NA
"3028","alb","CAMP",1989-10-29,NA
"3029","alb","CAMP",1989-10-30,NA
"3030","alb","CAMP",1989-10-31,NA
"3031","alb","CAMP",1989-11-01,NA
"3032","alb","CAMP",1989-11-02,NA
"3033","alb","CAMP",1989-11-03,NA
"3034","alb","CAMP",1989-11-04,NA
"3035","alb","CAMP",1989-11-05,NA
"3036","alb","CAMP",1989-11-06,NA
"3037","alb","CAMP",1989-11-07,NA
"3038","alb","CAMP",1989-11-08,NA
"3039","alb","CAMP",1989-11-09,NA
"3040","alb","CAMP",1989-11-10,NA
"3041","alb","CAMP",1989-11-11,NA
"3042","alb","CAMP",1989-11-12,NA
"3043","alb","CAMP",1989-11-13,NA
"3044","alb","CAMP",1989-11-14,NA
"3045","alb","CAMP",1989-11-15,NA
"3046","alb","CAMP",1989-11-16,NA
"3047","alb","CAMP",1989-11-17,NA
"3048","alb","CAMP",1989-11-18,NA
"3049","alb","CAMP",1989-11-19,NA
"3050","alb","CAMP",1989-11-20,NA
"3051","alb","CAMP",1989-11-21,NA
"3052","alb","CAMP",1989-11-22,NA
"3053","alb","CAMP",1989-11-23,NA
"3054","alb","CAMP",1989-11-24,NA
"3055","alb","CAMP",1989-11-25,NA
"3056","alb","CAMP",1989-11-26,NA
"3057","alb","CAMP",1989-11-27,NA
"3058","alb","CAMP",1989-11-28,NA
"3059","alb","CAMP",1989-11-29,NA
"3060","alb","CAMP",1989-11-30,NA
"3061","alb","CAMP",1989-12-01,NA
"3062","alb","CAMP",1989-12-02,NA
"3063","alb","CAMP",1989-12-03,NA
"3064","alb","CAMP",1989-12-04,NA
"3065","alb","CAMP",1989-12-05,NA
"3066","alb","CAMP",1989-12-06,NA
"3067","alb","CAMP",1989-12-07,NA
"3068","alb","CAMP",1989-12-08,NA
"3069","alb","CAMP",1989-12-09,NA
"3070","alb","CAMP",1989-12-10,NA
"3071","alb","CAMP",1989-12-11,NA
"3072","alb","CAMP",1989-12-12,NA
"3073","alb","CAMP",1989-12-13,NA
"3074","alb","CAMP",1989-12-14,NA
"3075","alb","CAMP",1989-12-15,NA
"3076","alb","CAMP",1989-12-16,NA
"3077","alb","CAMP",1989-12-17,NA
"3078","alb","CAMP",1989-12-18,NA
"3079","alb","CAMP",1989-12-19,NA
"3080","alb","CAMP",1989-12-20,NA
"3081","alb","CAMP",1989-12-21,NA
"3082","alb","CAMP",1989-12-22,NA
"3083","alb","CAMP",1989-12-23,NA
"3084","alb","CAMP",1989-12-24,NA
"3085","alb","CAMP",1989-12-25,NA
"3086","alb","CAMP",1989-12-26,NA
"3087","alb","CAMP",1989-12-27,NA
"3088","alb","CAMP",1989-12-28,NA
"3089","alb","CAMP",1989-12-29,NA
"3090","alb","CAMP",1989-12-30,NA
"3091","alb","CAMP",1989-12-31,NA
"3092","alb","CAMP",1990-01-01,NA
"3093","alb","CAMP",1990-01-02,NA
"3094","alb","CAMP",1990-01-03,NA
"3095","alb","CAMP",1990-01-04,NA
"3096","alb","CAMP",1990-01-05,NA
"3097","alb","CAMP",1990-01-06,NA
"3098","alb","CAMP",1990-01-07,NA
"3099","alb","CAMP",1990-01-08,NA
"3100","alb","CAMP",1990-01-09,NA
"3101","alb","CAMP",1990-01-10,NA
"3102","alb","CAMP",1990-01-11,NA
"3103","alb","CAMP",1990-01-12,NA
"3104","alb","CAMP",1990-01-13,NA
"3105","alb","CAMP",1990-01-14,NA
"3106","alb","CAMP",1990-01-15,NA
"3107","alb","CAMP",1990-01-16,NA
"3108","alb","CAMP",1990-01-17,NA
"3109","alb","CAMP",1990-01-18,NA
"3110","alb","CAMP",1990-01-19,NA
"3111","alb","CAMP",1990-01-20,NA
"3112","alb","CAMP",1990-01-21,NA
"3113","alb","CAMP",1990-01-22,NA
"3114","alb","CAMP",1990-01-23,NA
"3115","alb","CAMP",1990-01-24,NA
"3116","alb","CAMP",1990-01-25,NA
"3117","alb","CAMP",1990-01-26,NA
"3118","alb","CAMP",1990-01-27,NA
"3119","alb","CAMP",1990-01-28,NA
"3120","alb","CAMP",1990-01-29,NA
"3121","alb","CAMP",1990-01-30,NA
"3122","alb","CAMP",1990-01-31,NA
"3123","alb","CAMP",1990-02-01,NA
"3124","alb","CAMP",1990-02-02,NA
"3125","alb","CAMP",1990-02-03,NA
"3126","alb","CAMP",1990-02-04,NA
"3127","alb","CAMP",1990-02-05,NA
"3128","alb","CAMP",1990-02-06,NA
"3129","alb","CAMP",1990-02-07,NA
"3130","alb","CAMP",1990-02-08,NA
"3131","alb","CAMP",1990-02-09,NA
"3132","alb","CAMP",1990-02-10,NA
"3133","alb","CAMP",1990-02-11,NA
"3134","alb","CAMP",1990-02-12,NA
"3135","alb","CAMP",1990-02-13,NA
"3136","alb","CAMP",1990-02-14,NA
"3137","alb","CAMP",1990-02-15,NA
"3138","alb","CAMP",1990-02-16,NA
"3139","alb","CAMP",1990-02-17,NA
"3140","alb","CAMP",1990-02-18,NA
"3141","alb","CAMP",1990-02-19,NA
"3142","alb","CAMP",1990-02-20,NA
"3143","alb","CAMP",1990-02-21,NA
"3144","alb","CAMP",1990-02-22,NA
"3145","alb","CAMP",1990-02-23,NA
"3146","alb","CAMP",1990-02-24,NA
"3147","alb","CAMP",1990-02-25,NA
"3148","alb","CAMP",1990-02-26,NA
"3149","alb","CAMP",1990-02-27,NA
"3150","alb","CAMP",1990-02-28,NA
"3151","alb","CAMP",1990-03-01,NA
"3152","alb","CAMP",1990-03-02,NA
"3153","alb","CAMP",1990-03-03,NA
"3154","alb","CAMP",1990-03-04,NA
"3155","alb","CAMP",1990-03-05,NA
"3156","alb","CAMP",1990-03-06,NA
"3157","alb","CAMP",1990-03-07,NA
"3158","alb","CAMP",1990-03-08,NA
"3159","alb","CAMP",1990-03-09,NA
"3160","alb","CAMP",1990-03-10,NA
"3161","alb","CAMP",1990-03-11,NA
"3162","alb","CAMP",1990-03-12,NA
"3163","alb","CAMP",1990-03-13,NA
"3164","alb","CAMP",1990-03-14,NA
"3165","alb","CAMP",1990-03-15,NA
