"","local_site","location","date","discharge_vol_cm"
"88","NAVAJO","Glacier",1994-09-04,2888.109
"89","NAVAJO","Glacier",1994-09-05,2571.132
"90","NAVAJO","Glacier",1994-09-06,2108.936
"91","NAVAJO","Glacier",1994-09-07,1845.856
"92","NAVAJO","Glacier",1994-09-08,2139.331
"93","NAVAJO","Glacier",1994-09-09,2480.813
"94","NAVAJO","Glacier",1994-09-10,2126.183
"95","NAVAJO","Glacier",1994-09-11,1498.109
"96","NAVAJO","Glacier",1994-09-12,2128.376
"97","NAVAJO","Glacier",1994-09-13,2319.813
"98","NAVAJO","Glacier",1994-09-14,1574.554
"99","NAVAJO","Glacier",1994-09-15,155.7894
"100","NAVAJO","Glacier",1994-09-16,321.0194
"101","NAVAJO","Glacier",1994-09-17,557.3398
"102","NAVAJO","Glacier",1994-09-18,286.9128
"103","NAVAJO","Glacier",1994-09-19,61.10976
"104","NAVAJO","Glacier",1994-09-20,346.1604
"105","NAVAJO","Glacier",1994-09-21,410.5447
"106","NAVAJO","Glacier",1994-09-22,82.26693
"107","NAVAJO","Glacier",1995-06-29,2600
"108","NAVAJO","Glacier",1995-06-30,2925
"109","NAVAJO","Glacier",1995-07-01,3250
"110","NAVAJO","Glacier",1995-07-02,3575
"111","NAVAJO","Glacier",1995-07-03,3900
"112","NAVAJO","Glacier",1995-07-04,4225
"113","NAVAJO","Glacier",1995-07-05,4550
"114","NAVAJO","Glacier",1995-07-06,4875
"115","NAVAJO","Glacier",1995-07-07,5200
"116","NAVAJO","Glacier",1995-07-08,5525
"117","NAVAJO","Glacier",1995-07-09,5850
"118","NAVAJO","Glacier",1995-07-10,6175
"119","NAVAJO","Glacier",1995-07-11,6500
"120","NAVAJO","Glacier",1995-07-12,6050
"121","NAVAJO","Glacier",1995-07-13,5600
"122","NAVAJO","Glacier",1995-07-14,5690
"123","NAVAJO","Glacier",1995-07-15,5780
"124","NAVAJO","Glacier",1995-07-16,5870
"125","NAVAJO","Glacier",1995-07-17,5960
"126","NAVAJO","Glacier",1995-07-18,6050
"127","NAVAJO","Glacier",1995-07-19,5275
"128","NAVAJO","Glacier",1995-07-20,4500
"129","NAVAJO","Glacier",1995-07-21,7302
"130","NAVAJO","Glacier",1995-07-22,10104
"131","NAVAJO","Glacier",1995-07-23,12906
"132","NAVAJO","Glacier",1995-07-24,18000
"133","NAVAJO","Glacier",1995-07-25,18510.2
"134","NAVAJO","Glacier",1995-07-26,19515.56
"135","NAVAJO","Glacier",1995-07-27,9420.506
"136","NAVAJO","Glacier",1995-07-28,5974.802
"137","NAVAJO","Glacier",1995-07-29,6016.333
"138","NAVAJO","Glacier",1995-07-30,5570.21
"139","NAVAJO","Glacier",1995-08-01,4801.503
"140","NAVAJO","Glacier",1995-08-02,4386.635
"141","NAVAJO","Glacier",1995-08-03,4137.377
"142","NAVAJO","Glacier",1995-08-04,4470.576
"143","NAVAJO","Glacier",1995-08-05,4433.83
"144","NAVAJO","Glacier",1995-08-06,4116.376
"145","NAVAJO","Glacier",1995-08-07,4426.534
"146","NAVAJO","Glacier",1995-08-08,4452.998
"147","NAVAJO","Glacier",1995-08-09,3728.497
"148","NAVAJO","Glacier",1995-08-10,3865.582
"149","NAVAJO","Glacier",1995-08-11,4732.294
"150","NAVAJO","Glacier",1995-08-12,4556.638
"151","NAVAJO","Glacier",1995-08-13,4179.122
"152","NAVAJO","Glacier",1995-08-14,3180.625
"153","NAVAJO","Glacier",1995-08-15,2828.677
"154","NAVAJO","Glacier",1995-08-16,2304.069
"155","NAVAJO","Glacier",1995-08-17,2137.064
"156","NAVAJO","Glacier",1995-08-18,3047.79
"157","NAVAJO","Glacier",1995-08-19,3713.867
"158","NAVAJO","Glacier",1995-08-20,3278.1
"159","NAVAJO","Glacier",1995-08-21,4732.225
"160","NAVAJO","Glacier",1995-08-22,4063.208
"161","NAVAJO","Glacier",1995-08-23,2829.511
"162","NAVAJO","Glacier",1995-08-24,3444.603
"163","NAVAJO","Glacier",1995-08-25,3750.979
"164","NAVAJO","Glacier",1995-08-26,2914.231
"165","NAVAJO","Glacier",1995-08-27,2994.312
"166","NAVAJO","Glacier",1995-08-28,2482.025
"167","NAVAJO","Glacier",1995-08-29,2317.091
"168","NAVAJO","Glacier",1995-08-30,1934.513
"169","NAVAJO","Glacier",1995-08-31,5225.991
"170","NAVAJO","Glacier",1995-08-31,1582.229
"171","NAVAJO","Glacier",1995-09-01,1570.669
"172","NAVAJO","Glacier",1995-09-02,1458.135
"173","NAVAJO","Glacier",1995-09-03,1577.185
"174","NAVAJO","Glacier",1995-09-04,1618.362
"175","NAVAJO","Glacier",1995-09-05,1631.278
"176","NAVAJO","Glacier",1995-09-06,1588.148
"177","NAVAJO","Glacier",1995-09-07,1893.15
"178","NAVAJO","Glacier",1995-09-08,1306.572
"179","NAVAJO","Glacier",1995-09-09,736.3749
"180","NAVAJO","Glacier",1995-09-10,645.3548
"181","NAVAJO","Glacier",1995-09-11,207.4174
"182","NAVAJO","Glacier",1995-09-12,100
"183","NAVAJO","Glacier",1995-09-13,50
"184","NAVAJO","Glacier",1995-09-14,25
"185","NAVAJO","Glacier",1995-09-15,12
"186","NAVAJO","Glacier",1995-09-16,5
"187","NAVAJO","Glacier",1996-06-06,3900
"188","NAVAJO","Glacier",1996-06-07,4971.42857142857
"189","NAVAJO","Glacier",1996-06-08,6042.85714285714
"190","NAVAJO","Glacier",1996-06-09,7114.28571428571
"191","NAVAJO","Glacier",1996-06-10,8185.71428571429
"192","NAVAJO","Glacier",1996-06-11,9257.14285714286
"193","NAVAJO","Glacier",1996-06-12,10328.5714285714
"194","NAVAJO","Glacier",1996-06-13,11400
"195","NAVAJO","Glacier",1996-06-14,10885.7142857143
"196","NAVAJO","Glacier",1996-06-15,10371.4285714286
"197","NAVAJO","Glacier",1996-06-16,9857.14285714286
"198","NAVAJO","Glacier",1996-06-17,9342.85714285714
"199","NAVAJO","Glacier",1996-06-18,8828.57142857143
"200","NAVAJO","Glacier",1996-06-19,8314.28571428572
"201","NAVAJO","Glacier",1996-06-20,7800
"202","NAVAJO","Glacier",1996-06-21,7823.4
"203","NAVAJO","Glacier",1996-06-22,7846.8
"204","NAVAJO","Glacier",1996-06-23,7870.2
"205","NAVAJO","Glacier",1996-06-24,7893.6
"206","NAVAJO","Glacier",1996-06-25,7916.712
"207","NAVAJO","Glacier",1996-06-26,8732.769
"208","NAVAJO","Glacier",1996-06-27,7089.432
"209","NAVAJO","Glacier",1996-06-28,6006.077
"210","NAVAJO","Glacier",1996-06-29,6528.404
"211","NAVAJO","Glacier",1996-06-30,6404.085
"212","NAVAJO","Glacier",1996-07-01,6744.578
"213","NAVAJO","Glacier",1996-07-02,7149.839
"214","NAVAJO","Glacier",1996-07-03,7078.441
"215","NAVAJO","Glacier",1996-07-04,7584.685
"216","NAVAJO","Glacier",1996-07-05,8158.876
"217","NAVAJO","Glacier",1996-07-06,8616.697
"218","NAVAJO","Glacier",1996-07-07,8454.047
"219","NAVAJO","Glacier",1996-07-08,7932.831
"220","NAVAJO","Glacier",1996-07-09,6614.096
"221","NAVAJO","Glacier",1996-07-10,6343.956
"222","NAVAJO","Glacier",1996-07-11,6162.248
"223","NAVAJO","Glacier",1996-07-12,5961.618
"224","NAVAJO","Glacier",1996-07-13,6078.418
"225","NAVAJO","Glacier",1996-07-14,6049.828
"226","NAVAJO","Glacier",1996-07-15,6031.829
"227","NAVAJO","Glacier",1996-07-16,6442.813
"228","NAVAJO","Glacier",1996-07-17,7093.214
"229","NAVAJO","Glacier",1996-07-18,7353.632
"230","NAVAJO","Glacier",1996-07-19,7060.997
"231","NAVAJO","Glacier",1996-07-20,6752.377
"232","NAVAJO","Glacier",1996-07-21,6251.477
"233","NAVAJO","Glacier",1996-07-22,5667.846
"234","NAVAJO","Glacier",1996-07-23,5348.816
"235","NAVAJO","Glacier",1996-07-24,5153.474
"236","NAVAJO","Glacier",1996-07-25,4721.802
"237","NAVAJO","Glacier",1996-07-26,4577.543
"238","NAVAJO","Glacier",1996-07-27,4463.054
"239","NAVAJO","Glacier",1996-07-28,4200.326
"240","NAVAJO","Glacier",1996-07-29,6289.87
"241","NAVAJO","Glacier",1996-07-30,5434.639
"242","NAVAJO","Glacier",1996-08-01,5074.398
"243","NAVAJO","Glacier",1996-08-02,4970.917
"244","NAVAJO","Glacier",1996-08-03,4833.043
"245","NAVAJO","Glacier",1996-08-04,4577.044
"246","NAVAJO","Glacier",1996-08-05,4146.931
"247","NAVAJO","Glacier",1996-08-06,3869.953
"248","NAVAJO","Glacier",1996-08-07,3839.564
"249","NAVAJO","Glacier",1996-08-08,4011.481
"250","NAVAJO","Glacier",1996-08-09,3866.203
"251","NAVAJO","Glacier",1996-08-10,3605.281
"252","NAVAJO","Glacier",1996-08-11,3532.124
"253","NAVAJO","Glacier",1996-08-12,3653.155
"254","NAVAJO","Glacier",1996-08-13,3726.573
"255","NAVAJO","Glacier",1996-08-14,3627.189
"256","NAVAJO","Glacier",1996-08-15,3921.219
"257","NAVAJO","Glacier",1996-08-16,4027.759
"258","NAVAJO","Glacier",1996-08-17,4131.304
"259","NAVAJO","Glacier",1996-08-18,4196.389
"260","NAVAJO","Glacier",1996-08-19,4002.901
"261","NAVAJO","Glacier",1996-08-20,3935.767
"262","NAVAJO","Glacier",1996-08-21,3947.434
"263","NAVAJO","Glacier",1996-08-22,3795.198
"264","NAVAJO","Glacier",1996-08-23,3656.44
"265","NAVAJO","Glacier",1996-08-24,3628.018
"266","NAVAJO","Glacier",1996-08-25,3723.934
"267","NAVAJO","Glacier",1996-08-26,3715.208
"268","NAVAJO","Glacier",1996-08-27,3453.379
"269","NAVAJO","Glacier",1996-08-28,3105.957
"270","NAVAJO","Glacier",1996-08-29,3240.276
"271","NAVAJO","Glacier",1996-08-30,3097.774
"272","NAVAJO","Glacier",1996-08-31,5284.625
"273","NAVAJO","Glacier",1996-08-31,2943.822
"274","NAVAJO","Glacier",1996-09-01,2798.354
"275","NAVAJO","Glacier",1996-09-02,2105.06
"276","NAVAJO","Glacier",1996-09-03,1451.069
"277","NAVAJO","Glacier",1996-09-04,1325.216
"278","NAVAJO","Glacier",1996-09-05,2332.863
"279","NAVAJO","Glacier",1996-09-06,2671.135
"280","NAVAJO","Glacier",1996-09-07,1804.937
"281","NAVAJO","Glacier",1996-09-08,1038.789
"282","NAVAJO","Glacier",1996-09-09,919.2898
"283","NAVAJO","Glacier",1996-09-10,880.4603
"284","NAVAJO","Glacier",1996-09-11,1122.149
"285","NAVAJO","Glacier",1996-09-12,3541.536
"286","NAVAJO","Glacier",1996-09-13,3076.281
"287","NAVAJO","Glacier",1996-09-14,3408.441
"288","NAVAJO","Glacier",1996-09-15,2308.94
"289","NAVAJO","Glacier",1996-09-16,1903.03
"290","NAVAJO","Glacier",1996-09-17,1014
"291","NAVAJO","Glacier",1996-09-18,785.85
"292","NAVAJO","Glacier",1996-09-19,609.03375
"293","NAVAJO","Glacier",1996-09-20,472.00115625
"294","NAVAJO","Glacier",1996-09-21,365.80089609375
"295","NAVAJO","Glacier",1996-09-22,283.495694472656
"296","NAVAJO","Glacier",1996-09-23,219.709163216309
"297","NAVAJO","Glacier",1996-09-24,170.274601492639
"298","NAVAJO","Glacier",1996-09-25,131.962816156795
"299","NAVAJO","Glacier",1996-09-26,102.271182521516
"300","NAVAJO","Glacier",1996-09-27,79.2601664541752
"301","NAVAJO","Glacier",1996-09-28,61.4266290019858
"302","NAVAJO","Glacier",1996-09-29,47.605637476539
"303","NAVAJO","Glacier",1996-09-30,36.8943690443177
"304","NAVAJO","Glacier",1997-06-05,5184
"305","NAVAJO","Glacier",1997-06-06,5061
"306","NAVAJO","Glacier",1997-06-07,4938
"307","NAVAJO","Glacier",1997-06-08,4815
"308","NAVAJO","Glacier",1997-06-09,4692
"309","NAVAJO","Glacier",1997-06-10,4569
"310","NAVAJO","Glacier",1997-06-11,4446
"311","NAVAJO","Glacier",1997-06-12,4320
"312","NAVAJO","Glacier",1997-06-13,4752
"313","NAVAJO","Glacier",1997-06-14,5184
"314","NAVAJO","Glacier",1997-06-15,5616
"315","NAVAJO","Glacier",1997-06-16,6048
"316","NAVAJO","Glacier",1997-06-17,6480
"317","NAVAJO","Glacier",1997-06-18,11880
"318","NAVAJO","Glacier",1997-06-19,17280
"319","NAVAJO","Glacier",1997-06-20,16450
"320","NAVAJO","Glacier",1997-06-21,15620
"321","NAVAJO","Glacier",1997-06-22,14790
"322","NAVAJO","Glacier",1997-06-23,13960
"323","NAVAJO","Glacier",1997-06-24,13127.58
"324","NAVAJO","Glacier",1997-06-25,12224.94
"325","NAVAJO","Glacier",1997-06-26,13039.78
"326","NAVAJO","Glacier",1997-06-27,11282.95
"327","NAVAJO","Glacier",1997-06-28,10661.15
"328","NAVAJO","Glacier",1997-06-29,10331.46
"329","NAVAJO","Glacier",1997-06-30,10340
"330","NAVAJO","Glacier",1997-07-01,7449.764
"331","NAVAJO","Glacier",1997-07-02,7689.665
"332","NAVAJO","Glacier",1997-07-03,6854.795
"333","NAVAJO","Glacier",1997-07-04,7286.218
"334","NAVAJO","Glacier",1997-07-05,7560.797
"335","NAVAJO","Glacier",1997-07-06,7665.002
"336","NAVAJO","Glacier",1997-07-07,7855.694
"337","NAVAJO","Glacier",1997-07-08,7643.433
"338","NAVAJO","Glacier",1997-07-09,7295.339
"339","NAVAJO","Glacier",1997-07-10,6982.832
"340","NAVAJO","Glacier",1997-07-11,6045.349
"341","NAVAJO","Glacier",1997-07-12,6083.734
"342","NAVAJO","Glacier",1997-07-13,5860.11
"343","NAVAJO","Glacier",1997-07-14,6125.233
"344","NAVAJO","Glacier",1997-07-15,6425.511
"345","NAVAJO","Glacier",1997-07-16,6483.283
"346","NAVAJO","Glacier",1997-07-17,6519.746
"347","NAVAJO","Glacier",1997-07-18,6160.801
"348","NAVAJO","Glacier",1997-07-19,7651.958
"349","NAVAJO","Glacier",1997-07-20,6765.411
"350","NAVAJO","Glacier",1997-07-21,6502.659
"351","NAVAJO","Glacier",1997-07-22,6277.44
"352","NAVAJO","Glacier",1997-07-23,7859.811
"353","NAVAJO","Glacier",1997-07-24,7247.561
"354","NAVAJO","Glacier",1997-07-25,6363.602
"355","NAVAJO","Glacier",1997-07-26,5792.313
"356","NAVAJO","Glacier",1997-07-27,5753.785
"357","NAVAJO","Glacier",1997-07-28,5702.536
"358","NAVAJO","Glacier",1997-07-29,6150.958
"359","NAVAJO","Glacier",1997-07-30,8324.404
"360","NAVAJO","Glacier",1997-08-01,6738.308
"361","NAVAJO","Glacier",1997-08-02,6231.971
"362","NAVAJO","Glacier",1997-08-03,5897.438
"363","NAVAJO","Glacier",1997-08-04,5888.143
"364","NAVAJO","Glacier",1997-08-05,5978.001
"365","NAVAJO","Glacier",1997-08-06,5913.364
"366","NAVAJO","Glacier",1997-08-07,4896.671
"367","NAVAJO","Glacier",1997-08-08,4743.005
"368","NAVAJO","Glacier",1997-08-09,6414.662
"369","NAVAJO","Glacier",1997-08-10,7490.588
"370","NAVAJO","Glacier",1997-08-11,6672.059
"371","NAVAJO","Glacier",1997-08-12,5614.253
"372","NAVAJO","Glacier",1997-08-13,4805.643
"373","NAVAJO","Glacier",1997-08-14,4362.325
"374","NAVAJO","Glacier",1997-08-15,4355.999
"375","NAVAJO","Glacier",1997-08-16,4509.734
"376","NAVAJO","Glacier",1997-08-17,4426.523
"377","NAVAJO","Glacier",1997-08-18,4257.798
"378","NAVAJO","Glacier",1997-08-19,3900.082
"379","NAVAJO","Glacier",1997-08-20,3735.051
"380","NAVAJO","Glacier",1997-08-21,3682.754
"381","NAVAJO","Glacier",1997-08-22,3684.202
"382","NAVAJO","Glacier",1997-08-23,3777.484
"383","NAVAJO","Glacier",1997-08-24,3909.625
"384","NAVAJO","Glacier",1997-08-25,3871.656
"385","NAVAJO","Glacier",1997-08-26,3980.719
"386","NAVAJO","Glacier",1997-08-27,4713.006
"387","NAVAJO","Glacier",1997-08-28,5040
"388","NAVAJO","Glacier",1997-08-29,4888.8
"389","NAVAJO","Glacier",1997-08-30,4742.136
"390","NAVAJO","Glacier",1997-08-31,7951.125
"391","NAVAJO","Glacier",1997-08-31,4599.87192
"392","NAVAJO","Glacier",1997-09-01,4461.8757624
"393","NAVAJO","Glacier",1997-09-02,4328.019489528
"394","NAVAJO","Glacier",1997-09-03,4198.17890484216
"395","NAVAJO","Glacier",1997-09-04,4375
"396","NAVAJO","Glacier",1997-09-05,4018.875
"397","NAVAJO","Glacier",1997-09-06,3691.738575
"398","NAVAJO","Glacier",1997-09-07,3391.231054995
"399","NAVAJO","Glacier",1997-09-08,3115.18484711841
"400","NAVAJO","Glacier",1997-09-09,2861.60880056297
"401","NAVAJO","Glacier",1997-09-10,2628.67384419714
"402","NAVAJO","Glacier",1997-09-11,2415
"403","NAVAJO","Glacier",1997-09-12,2057.8215
"404","NAVAJO","Glacier",1997-09-13,1753.46970015
"405","NAVAJO","Glacier",1997-09-14,1494.13153149781
"406","NAVAJO","Glacier",1997-09-15,1273.14947798929
"407","NAVAJO","Glacier",1997-09-16,1084.85067019467
"408","NAVAJO","Glacier",1997-09-17,924.40125607288
"409","NAVAJO","Glacier",1997-09-18,788
"410","NAVAJO","Glacier",1997-09-19,802.285714285714
"411","NAVAJO","Glacier",1997-09-20,816.571428571429
"412","NAVAJO","Glacier",1997-09-21,830.857142857143
"413","NAVAJO","Glacier",1997-09-22,845.142857142857
"414","NAVAJO","Glacier",1997-09-23,859.428571428572
"415","NAVAJO","Glacier",1997-09-24,873.714285714286
"416","NAVAJO","Glacier",1997-09-25,887.5
"417","NAVAJO","Glacier",1997-09-26,738.4
"418","NAVAJO","Glacier",1997-09-27,614.3488
"419","NAVAJO","Glacier",1997-09-28,511.1382016
"420","NAVAJO","Glacier",1997-09-29,425.2669837312
"421","NAVAJO","Glacier",1997-09-30,353.822130464358
"422","NAVAJO","Glacier",1997-10-01,294.380012546346
"423","NAVAJO","Glacier",1997-10-02,245
"424","NAVAJO","Glacier",1997-10-03,203.84
"425","NAVAJO","Glacier",1997-10-04,169.59488
"426","NAVAJO","Glacier",1997-10-05,141.10294016
"427","NAVAJO","Glacier",1997-10-06,117.39764621312
"428","NAVAJO","Glacier",1997-10-07,97.6748416493158
"429","NAVAJO","Glacier",1997-10-08,81.2654682522307
"430","NAVAJO","Glacier",1997-10-09,67.612869585856
"431","NAVAJO","Glacier",1997-10-10,56.2539074954322
"432","NAVAJO","Glacier",1998-05-28,5200
"433","NAVAJO","Glacier",1998-05-29,5321.42857142857
"434","NAVAJO","Glacier",1998-05-30,5442.85714285714
"435","NAVAJO","Glacier",1998-05-31,5564.28571428571
"436","NAVAJO","Glacier",1998-06-01,5685.71428571429
"437","NAVAJO","Glacier",1998-06-02,5807.14285714286
"438","NAVAJO","Glacier",1998-06-03,5928.57142857143
"439","NAVAJO","Glacier",1998-06-04,6050
"440","NAVAJO","Glacier",1998-06-05,5180
"441","NAVAJO","Glacier",1998-06-06,4310
"442","NAVAJO","Glacier",1998-06-07,3440
"443","NAVAJO","Glacier",1998-06-08,2570
"444","NAVAJO","Glacier",1998-06-09,1700
"445","NAVAJO","Glacier",1998-06-10,1700
"446","NAVAJO","Glacier",1998-06-11,1700
"447","NAVAJO","Glacier",1998-06-12,2059.5
"448","NAVAJO","Glacier",1998-06-13,2419
"449","NAVAJO","Glacier",1998-06-14,2778.5
"450","NAVAJO","Glacier",1998-06-15,3138
"451","NAVAJO","Glacier",1998-06-16,3497.5
"452","NAVAJO","Glacier",1998-06-17,3857
"453","NAVAJO","Glacier",1998-06-18,4216.5
"454","NAVAJO","Glacier",1998-06-19,4576
"455","NAVAJO","Glacier",1998-06-20,4935.5
"456","NAVAJO","Glacier",1998-06-21,5295
"457","NAVAJO","Glacier",1998-06-22,5654.5
"458","NAVAJO","Glacier",1998-06-23,6014.185
"459","NAVAJO","Glacier",1998-06-24,5404.487
"460","NAVAJO","Glacier",1998-06-25,9042.933
"461","NAVAJO","Glacier",1998-06-26,12647.89
"462","NAVAJO","Glacier",1998-06-27,13283.21
"463","NAVAJO","Glacier",1998-06-28,13694.43
"464","NAVAJO","Glacier",1998-06-29,13361.88
"465","NAVAJO","Glacier",1998-06-30,11446.21
"466","NAVAJO","Glacier",1998-07-01,9430.02
"467","NAVAJO","Glacier",1998-07-02,9691.986
"468","NAVAJO","Glacier",1998-07-03,8257.341
"469","NAVAJO","Glacier",1998-07-04,8131.023
"470","NAVAJO","Glacier",1998-07-05,7907.662
"471","NAVAJO","Glacier",1998-07-06,7703.704
"472","NAVAJO","Glacier",1998-07-07,7767.49
"473","NAVAJO","Glacier",1998-07-08,7110.517
"474","NAVAJO","Glacier",1998-07-09,10037.63
"475","NAVAJO","Glacier",1998-07-10,14357.68
"476","NAVAJO","Glacier",1998-07-11,10533.62
"477","NAVAJO","Glacier",1998-07-12,8946.666
"478","NAVAJO","Glacier",1998-07-13,7575.972
"479","NAVAJO","Glacier",1998-07-14,6498.127
"480","NAVAJO","Glacier",1998-07-15,6007.237
"481","NAVAJO","Glacier",1998-07-16,5965.684
"482","NAVAJO","Glacier",1998-07-17,6202.943
"483","NAVAJO","Glacier",1998-07-18,6448.521
"484","NAVAJO","Glacier",1998-07-19,6635.442
"485","NAVAJO","Glacier",1998-07-20,6762.207
"486","NAVAJO","Glacier",1998-07-21,6025.662
"487","NAVAJO","Glacier",1998-07-22,6044.484
"488","NAVAJO","Glacier",1998-07-23,6084.521
"489","NAVAJO","Glacier",1998-07-24,7255.452
"490","NAVAJO","Glacier",1998-07-25,10810.91
"491","NAVAJO","Glacier",1998-07-26,10401.56
"492","NAVAJO","Glacier",1998-07-27,9177.044
"493","NAVAJO","Glacier",1998-07-28,7497.641
"494","NAVAJO","Glacier",1998-07-29,7770.944
"495","NAVAJO","Glacier",1998-07-30,6911.888
"496","NAVAJO","Glacier",1998-08-01,5571.808
"497","NAVAJO","Glacier",1998-08-02,5097.266
"498","NAVAJO","Glacier",1998-08-03,4895.397
"499","NAVAJO","Glacier",1998-08-04,8409.577
"500","NAVAJO","Glacier",1998-08-05,7223.336
"501","NAVAJO","Glacier",1998-08-06,5569.703
"502","NAVAJO","Glacier",1998-08-07,4814.845
"503","NAVAJO","Glacier",1998-08-08,4530.753
"504","NAVAJO","Glacier",1998-08-09,4449.928
"505","NAVAJO","Glacier",1998-08-10,8052.163
"506","NAVAJO","Glacier",1998-08-11,5886.354
"507","NAVAJO","Glacier",1998-08-12,5001.147
"508","NAVAJO","Glacier",1998-08-13,4402.914
"509","NAVAJO","Glacier",1998-08-14,4194.299
"510","NAVAJO","Glacier",1998-08-15,4409.348
"511","NAVAJO","Glacier",1998-08-16,4435.63
"512","NAVAJO","Glacier",1998-08-17,4548.117
"513","NAVAJO","Glacier",1998-08-18,4829.591
"514","NAVAJO","Glacier",1998-08-19,4573.401
"515","NAVAJO","Glacier",1998-08-20,4651.91
"516","NAVAJO","Glacier",1998-08-21,5412.3
